BoardID,Round,Mean25,Std25,Skew25,Kurt25,Min25,Max25,Med25,Mean26,Std26,Skew26,Kurt26,Min26,Max26,Med26,Mean27,Std27,Skew27,Kurt27,Min27,Max27,Med27,Corr2526,Corr2527,Corr2627,TempC
2,23,41.215,38.314,6.2622,47.4246,28.0,422.0,32.0,55.848,52.129,6.8178,52.4062,41.0,565.0,45.0,31.895,26.607,4.3858,19.7214,20.0,193.0,25.0,0.98795,0.84269,0.81601,28.33
2,24,40.621,38.022,6.2884,47.7201,27.0,419.0,32.0,55.797,51.948,6.833,52.615,39.0,564.0,45.0,31.938,26.429,4.3997,19.906,19.0,192.0,26.0,0.98841,0.84283,0.81652,28.33
2,25,41.113,37.913,6.293,47.8991,25.0,419.0,33.0,56.148,51.781,6.8715,53.2104,38.0,565.0,47.0,32.246,26.175,4.4023,20.0327,17.0,192.0,27.0,0.98761,0.84038,0.812,27.78
2,26,41.492,37.73,6.2751,47.6094,27.0,417.0,33.0,56.516,51.531,6.8463,52.8189,40.0,561.0,47.0,32.613,26.197,4.3889,19.891,19.0,192.0,27.0,0.98784,0.84238,0.81459,28.33
2,27,41.496,37.969,6.2269,46.9938,28.0,418.0,32.0,56.027,51.896,6.8104,52.3574,41.0,563.0,45.0,32.289,26.412,4.3787,19.6853,20.0,192.0,26.0,0.98754,0.83878,0.81019,28.33
2,28,41.652,37.99,6.241,47.2684,29.0,419.0,32.0,56.52,51.87,6.7983,52.2318,41.0,563.0,46.0,32.738,26.48,4.3221,19.2769,21.0,192.0,26.0,0.98838,0.84142,0.81426,28.33
2,29,41.746,38.252,6.2008,46.7924,27.0,421.0,33.0,56.32,52.037,6.7736,51.8792,38.0,563.0,46.0,32.559,26.675,4.2859,19.0074,19.0,193.0,26.0,0.98748,0.8422,0.81425,28.33
2,30,41.035,38.247,6.1742,46.3184,27.0,419.0,32.0,55.797,51.944,6.7577,51.6334,39.0,561.0,45.0,31.801,26.798,4.2833,18.9618,19.0,193.0,25.0,0.98782,0.8461,0.81734,28.33
2,31,41.121,38.422,6.0603,45.0094,24.0,418.0,32.0,55.961,51.961,6.7368,51.5474,38.0,562.0,46.0,32.527,26.965,4.1464,18.0685,17.0,193.0,26.0,0.98675,0.84394,0.80989,28.33
2,32,41.102,38.744,6.0518,44.8115,25.0,421.0,32.0,55.969,52.281,6.6904,50.8815,38.0,563.0,45.0,32.242,27.461,4.2015,18.2264,18.0,194.0,25.0,0.98715,0.84284,0.81129,28.33
2,33,41.258,39.009,6.085,44.9416,29.0,423.0,32.0,55.84,52.572,6.7223,51.149,41.0,566.0,45.0,31.867,27.496,4.241,18.5069,20.0,195.0,24.0,0.98751,0.84879,0.81647,28.33
2,34,41.121,39.057,6.1274,45.5449,27.0,425.0,32.0,55.754,52.613,6.7279,51.2283,39.0,567.0,45.0,31.793,27.443,4.3104,19.1107,20.0,196.0,24.0,0.98803,0.84832,0.81932,28.33
2,35,41.242,39.012,6.1551,45.8504,28.0,425.0,32.0,55.996,52.801,6.7826,52.0631,39.0,572.0,45.0,32.082,27.34,4.3303,19.2877,21.0,198.0,25.0,0.98794,0.84781,0.81678,28.33
2,36,41.223,39.342,6.1859,46.3767,27.0,430.0,32.0,56.234,53.043,6.7409,51.3015,41.0,571.0,45.0,32.059,27.673,4.2961,18.9246,20.0,197.0,25.0,0.98792,0.84461,0.8167,28.33
2,37,40.203,39.938,6.0253,44.1454,23.0,429.0,31.0,54.969,53.676,6.6596,50.3755,37.0,574.0,44.0,30.984,28.25,4.1991,18.1829,17.0,198.0,23.0,0.98796,0.85068,0.81896,28.33
2,38,40.871,39.226,6.1323,45.4519,27.0,426.0,32.0,55.598,52.873,6.7551,51.5738,39.0,570.0,45.0,31.578,27.55,4.3267,19.1289,19.0,197.0,24.0,0.98766,0.84878,0.81703,28.33
2,39,41.07,38.819,6.1513,45.7914,29.0,423.0,32.0,55.965,52.422,6.7639,51.6612,42.0,566.0,45.0,31.844,27.281,4.3213,19.1382,21.0,195.0,25.0,0.98763,0.84689,0.81605,28.33
2,40,41.098,39.422,6.1048,45.1025,29.0,427.0,32.0,56.145,52.986,6.7334,51.3286,39.0,571.0,45.0,31.926,27.722,4.2976,18.8446,21.0,196.0,25.0,0.98778,0.84769,0.81572,28.33
2,41,40.684,39.208,6.13,45.7268,26.0,427.0,32.0,55.754,52.827,6.7397,51.469,39.0,570.0,45.0,31.602,27.516,4.2895,18.9764,19.0,197.0,25.0,0.98764,0.84685,0.81725,28.33
2,42,40.469,40.016,6.0861,44.9976,23.0,432.0,32.0,55.152,53.735,6.706,50.9688,37.0,576.0,45.0,31.348,28.112,4.2414,18.6336,17.0,198.0,24.0,0.98782,0.84654,0.81577,28.33
2,43,40.844,39.888,6.1065,45.0546,25.0,431.0,32.0,55.582,53.592,6.7527,51.5794,37.0,577.0,45.0,31.672,27.992,4.3083,19.0497,18.0,199.0,25.0,0.9876,0.85043,0.81775,28.33
2,44,40.965,38.738,6.2541,47.3578,28.0,426.0,32.0,55.902,52.374,6.7807,51.8761,41.0,566.0,45.0,31.887,27.003,4.3287,19.2002,20.0,194.0,25.0,0.98833,0.84023,0.81347,28.33
2,45,40.668,38.811,6.1354,45.6032,25.0,422.0,32.0,55.383,52.506,6.7566,51.6859,38.0,567.0,45.0,31.578,27.284,4.2914,18.956,18.0,195.0,25.0,0.98782,0.84733,0.81599,28.33
2,46,40.926,39.161,6.1972,46.3383,27.0,427.0,32.0,56.016,52.64,6.7928,52.0581,41.0,569.0,45.0,31.738,27.201,4.3319,19.2364,19.0,195.0,25.0,0.98827,0.84676,0.8162,28.33
2,47,41.574,38.823,6.2797,47.6829,27.0,428.0,33.0,56.309,52.765,6.833,52.7661,38.0,574.0,47.0,32.367,26.933,4.3693,19.7761,19.0,197.0,26.5,0.98849,0.8424,0.81571,28.33
2,48,40.844,38.661,6.3436,48.5902,27.0,428.0,32.0,55.809,52.289,6.8743,53.2374,39.0,570.0,45.0,31.727,26.477,4.4233,20.0793,19.0,193.0,25.0,0.98834,0.83948,0.81287,28.33
2,49,41.199,38.44,6.2522,47.2605,28.0,423.0,32.0,56.18,52.057,6.8255,52.5702,41.0,566.0,46.0,32.117,26.685,4.3749,19.6286,21.0,193.0,25.0,0.98791,0.84283,0.81433,28.33
2,50,41.312,38.269,6.2483,47.2207,29.0,421.0,32.0,56.082,51.995,6.8229,52.549,40.0,565.0,45.0,32.492,26.485,4.3838,19.7474,21.0,194.0,26.0,0.98797,0.84209,0.8142,28.33
2,51,41.758,37.668,6.2484,47.2768,29.0,416.0,33.0,56.352,51.438,6.8164,52.4712,41.0,560.0,46.0,32.973,26.268,4.3631,19.5415,21.0,192.0,26.0,0.98783,0.84095,0.81307,28.33
2,52,41.09,38.2,6.1948,46.5946,25.0,419.0,32.0,55.629,51.868,6.7732,51.8672,37.0,561.0,46.0,32.207,26.523,4.2858,19.0858,18.0,193.0,26.0,0.98797,0.84444,0.81576,28.33
2,53,41.18,37.575,6.2832,47.9246,25.0,416.0,33.0,55.762,51.37,6.8395,52.8667,36.0,560.0,46.0,32.305,26.038,4.3199,19.533,18.0,192.0,26.0,0.98816,0.83588,0.80783,28.33
2,54,41.371,38.001,6.2343,47.2172,29.0,419.0,32.0,56.215,51.633,6.7948,52.1921,42.0,561.0,45.0,32.617,26.402,4.3232,19.3118,21.0,192.0,26.0,0.98806,0.83996,0.81299,28.33
2,55,41.016,38.225,6.1927,46.5533,28.0,419.0,32.0,55.816,51.839,6.775,51.9483,39.0,562.0,45.0,31.871,26.676,4.2926,19.0005,20.0,193.0,25.0,0.98816,0.84316,0.81441,28.33
2,56,41.438,38.661,6.0911,45.1955,27.0,421.0,32.0,56.207,52.144,6.7246,51.2547,39.0,563.0,45.0,32.352,27.167,4.2528,18.6994,19.0,194.0,25.0,0.98727,0.8491,0.81786,28.33
2,57,41.281,38.705,6.053,44.5245,27.0,419.0,32.0,56.109,52.125,6.7172,51.2046,38.0,563.0,45.0,32.402,27.352,4.2299,18.4787,19.0,195.0,26.0,0.9875,0.85043,0.81735,28.33
2,58,40.746,38.858,6.0032,44.1961,25.0,420.0,32.0,55.539,52.473,6.6569,50.4264,37.0,563.0,45.0,31.672,27.475,4.1295,17.7608,17.0,193.0,25.0,0.987,0.84763,0.81593,28.33
2,59,42.012,39.352,6.0275,44.2765,29.0,426.0,32.0,56.723,52.901,6.7072,51.059,41.0,571.0,45.0,32.633,27.742,4.2112,18.2092,20.0,195.0,25.0,0.98692,0.84974,0.81551,28.33
2,60,40.566,39.347,6.1172,45.4219,25.0,427.0,31.0,55.305,52.756,6.7423,51.4814,38.0,569.0,44.0,31.117,27.602,4.2756,18.8079,19.0,197.0,23.0,0.98785,0.84715,0.8158,28.33
2,61,40.953,39.194,6.1877,46.2973,28.0,428.0,32.0,55.941,52.757,6.7578,51.6305,39.0,570.0,45.0,31.742,27.549,4.3151,19.0424,21.0,197.0,25.0,0.98845,0.84564,0.81628,28.33
2,62,41.352,39.286,6.1004,45.1092,29.0,426.0,32.0,56.117,52.66,6.7318,51.3912,39.0,569.0,45.0,32.227,27.66,4.2628,18.6082,20.0,197.0,25.0,0.98816,0.84782,0.81568,28.33
2,63,41.863,39.34,6.114,45.2053,29.0,427.0,32.0,56.371,53.031,6.7373,51.2827,39.0,571.0,45.0,32.406,27.712,4.29,18.9685,21.0,199.0,25.0,0.98776,0.84641,0.81461,28.33
2,64,42.215,39.305,6.1547,45.995,28.0,430.0,33.0,56.887,52.911,6.7269,51.2509,41.0,571.0,46.0,33.168,27.54,4.2693,18.6849,18.0,197.0,27.0,0.98826,0.84435,0.81536,28.33
2,65,41.984,38.971,6.0993,45.0558,29.0,423.0,32.0,56.703,52.556,6.7296,51.2124,42.0,567.0,46.0,32.676,27.46,4.2681,18.6626,19.0,196.0,26.0,0.98779,0.8483,0.81622,28.33
2,66,41.934,39.173,6.1463,45.7094,28.0,427.0,33.0,56.738,52.698,6.7831,52.0229,42.0,571.0,46.0,32.801,27.313,4.3053,18.9764,21.0,196.0,26.0,0.98766,0.84615,0.81352,28.33
2,67,41.621,39.086,6.1572,46.0182,29.0,427.0,32.0,56.473,52.683,6.77,51.8279,41.0,570.0,46.0,32.555,27.303,4.2897,18.8901,19.0,195.0,26.0,0.98767,0.84588,0.81544,28.33
2,68,41.762,38.916,6.2191,46.7563,28.0,427.0,33.0,56.855,52.667,6.8177,52.4611,41.0,572.0,46.0,32.941,27.185,4.3538,19.4318,20.0,197.0,26.0,0.98789,0.84563,0.81561,28.33
2,69,42.062,38.679,6.2398,47.1291,27.0,426.0,33.0,56.805,52.254,6.7938,52.0342,39.0,566.0,47.0,33.219,26.863,4.3615,19.624,19.0,196.0,27.0,0.98781,0.84444,0.81763,28.89
2,70,42.172,38.625,6.2472,47.2396,29.0,426.0,33.0,57.023,52.491,6.812,52.4242,42.0,571.0,46.5,33.34,26.807,4.3595,19.4697,21.0,195.0,27.0,0.98825,0.842,0.81387,28.33
2,71,42.238,38.81,6.2441,47.0991,28.0,427.0,33.0,57.418,52.196,6.7966,52.0698,42.0,566.0,47.0,33.754,26.601,4.3892,19.8318,22.0,197.0,27.0,0.98831,0.84215,0.81544,28.33
2,72,41.582,38.208,6.3216,48.3757,29.0,424.0,33.0,56.383,52.077,6.8298,52.5873,39.0,566.0,46.0,32.734,26.23,4.4056,19.9364,20.0,193.0,26.0,0.98818,0.83816,0.81351,28.33
2,73,42.223,38.134,6.2908,47.9547,29.0,423.0,34.0,56.859,51.799,6.8191,52.4484,41.0,563.0,47.0,33.406,26.19,4.3672,19.7061,22.0,192.0,27.0,0.98818,0.8388,0.81306,28.33
2,74,41.711,37.872,6.24,47.2287,27.0,418.0,33.0,56.582,51.64,6.8122,52.3726,39.0,561.0,47.0,32.98,26.385,4.3433,19.5384,19.0,192.0,27.0,0.98747,0.84046,0.81237,28.33
2,75,41.355,37.832,6.2227,47.0801,27.0,417.0,32.0,56.016,51.578,6.7946,52.194,41.0,560.0,45.0,32.355,26.388,4.3235,19.3624,21.0,192.0,26.0,0.98774,0.83955,0.81239,28.33
2,76,41.551,38.265,6.2148,46.8458,29.0,421.0,32.0,56.277,51.784,6.7794,51.9118,41.0,561.0,46.0,32.527,26.498,4.3288,19.298,21.0,192.0,26.0,0.98777,0.84001,0.81223,28.33
2,77,41.082,38.292,6.1159,45.4231,27.0,417.0,32.0,56.262,51.967,6.7628,51.7317,41.0,562.0,45.0,32.266,26.931,4.2855,18.9295,19.0,194.0,26.0,0.98732,0.84726,0.81532,28.89
2,78,41.492,38.44,6.145,45.8399,29.0,420.0,32.0,56.328,52.077,6.7533,51.6098,41.0,563.0,45.5,32.316,27.077,4.2754,18.8264,20.0,195.0,25.0,0.98786,0.84649,0.81641,28.33
2,79,41.273,38.694,6.1246,45.6167,28.0,422.0,32.0,56.023,52.382,6.7237,51.1507,41.0,564.0,45.0,31.91,27.204,4.2675,18.7735,21.0,195.0,24.0,0.98734,0.84361,0.81388,28.33
2,80,40.762,39.404,5.9959,43.8597,26.0,424.0,31.0,55.492,52.862,6.6664,50.4956,39.0,567.0,44.0,31.453,27.977,4.1505,17.8598,18.0,195.0,23.0,0.98733,0.85195,0.81834,28.33
2,81,41.371,39.393,6.0868,45.0048,28.0,427.0,32.0,56.086,52.934,6.7094,51.0952,41.0,570.0,45.0,32.074,27.901,4.2152,18.3001,21.0,197.0,24.0,0.98834,0.84826,0.81661,28.33
2,82,41.164,38.761,6.1708,46.2486,27.0,424.0,32.0,56.02,52.323,6.7567,51.6592,41.0,566.0,45.0,31.77,27.088,4.2962,18.9798,19.0,194.0,24.0,0.98776,0.84148,0.81229,28.33
2,83,41.359,39.13,6.1596,46.0363,28.0,427.0,32.0,56.027,52.802,6.7482,51.4954,41.0,570.0,45.0,31.836,27.517,4.2984,18.9669,21.0,197.0,24.5,0.9878,0.8443,0.81527,28.33
2,84,41.695,39.343,6.1421,45.7801,29.0,429.0,32.0,56.375,52.961,6.736,51.3542,41.0,571.0,45.0,32.238,27.612,4.2704,18.741,21.0,197.0,25.0,0.98788,0.84603,0.81618,28.33
2,85,41.305,39.459,6.1606,45.9666,27.0,430.0,32.0,55.852,53.128,6.7616,51.7279,41.0,574.0,45.0,31.727,27.842,4.2791,18.7514,20.0,197.0,24.0,0.98805,0.84645,0.81497,28.89
2,86,40.406,39.282,6.1212,45.6474,25.0,427.0,32.0,55.203,52.842,6.7186,51.2554,37.0,569.0,45.0,31.406,27.629,4.2361,18.5672,18.0,196.0,25.0,0.98811,0.84627,0.81721,28.33
2,87,41.113,39.681,6.1535,45.7784,26.0,431.0,33.0,55.973,53.412,6.7649,51.7166,38.0,576.0,46.0,32.102,27.931,4.312,19.1779,18.0,199.0,26.0,0.98827,0.84736,0.8166,28.33
2,88,41.793,38.867,6.2091,46.7507,29.0,427.0,32.0,56.641,52.581,6.7862,52.0176,41.0,570.0,46.0,32.652,27.249,4.3273,19.1736,21.0,197.0,26.0,0.98759,0.84298,0.81413,28.33
2,89,41.711,39.082,6.1947,46.3488,28.0,427.0,32.0,56.496,52.737,6.7851,52.0032,41.0,571.0,46.0,32.863,27.124,4.3137,19.0516,21.0,195.0,26.0,0.9884,0.84732,0.81729,28.33
2,90,41.043,38.454,6.2379,46.9656,29.0,422.0,32.0,55.969,52.447,6.8262,52.6393,41.0,570.0,45.0,32.145,26.864,4.3578,19.3878,21.0,193.0,25.0,0.9884,0.84503,0.81452,28.33
2,91,41.875,38.562,6.2302,46.7399,29.0,423.0,33.0,56.711,52.059,6.8052,52.2311,42.0,565.0,46.0,32.957,26.691,4.37,19.542,19.0,194.0,26.0,0.98871,0.84415,0.81461,28.89
2,92,42.254,38.793,6.2918,47.8979,28.0,429.0,33.0,57.121,52.343,6.8223,52.4817,41.0,569.0,47.0,33.387,26.508,4.3878,19.8254,20.0,194.0,27.0,0.98814,0.84007,0.81513,28.89
2,93,41.359,38.481,6.2987,47.8913,26.0,425.0,33.0,56.398,52.089,6.8347,52.6728,39.0,567.0,46.0,32.348,26.588,4.403,19.8712,20.0,194.0,26.0,0.98835,0.84108,0.81458,28.33
2,94,41.879,38.209,6.2899,47.7172,29.0,422.0,33.0,56.582,51.995,6.824,52.4952,42.0,565.0,46.0,33.145,26.296,4.4434,20.2648,21.0,194.0,27.0,0.9887,0.83917,0.81369,28.33
2,95,42.125,38.154,6.2633,47.5417,29.0,422.0,33.0,56.973,51.88,6.8127,52.3753,41.0,564.0,47.0,33.145,26.471,4.3714,19.6775,21.0,194.0,27.0,0.98785,0.83602,0.80912,28.33
2,96,41.82,38.156,6.2383,47.0227,29.0,420.0,33.0,56.816,51.919,6.822,52.535,41.0,565.0,47.0,33.0,26.417,4.3633,19.5989,21.0,193.0,27.0,0.98821,0.8449,0.81604,28.89
2,97,42.031,38.102,6.2395,47.3104,27.0,421.0,33.0,56.742,51.84,6.8064,52.3108,41.0,563.0,47.0,33.383,26.403,4.3024,19.1647,21.0,192.0,27.0,0.98764,0.84176,0.81398,28.89
2,98,42.188,37.757,6.2131,46.9896,27.0,417.0,34.0,56.84,51.432,6.804,52.358,38.0,560.0,47.0,33.098,26.292,4.2972,19.2488,19.0,193.0,27.0,0.98745,0.83718,0.80841,28.33
2,99,41.691,38.145,6.1405,45.7716,29.0,417.0,32.0,56.266,51.76,6.7656,51.7361,41.0,560.0,45.0,32.371,26.626,4.2843,18.9707,21.0,193.0,25.0,0.98738,0.84677,0.81589,28.33
2,100,41.578,38.412,6.1268,45.5511,28.0,419.0,32.0,56.531,52.009,6.753,51.6311,42.0,563.0,46.0,32.941,26.891,4.2874,18.9702,21.0,195.0,26.0,0.98779,0.8468,0.81601,28.89
3,1,23.922,69.583,4.3918,19.715,0.0,441.0,5.0,27.133,65.542,4.5404,21.7909,1.0,478.0,11.0,20.215,74.502,5.2796,30.981,0.0,624.0,0.0,0.99615,0.98051,0.99126,33.89
3,2,13.664,40.795,5.878,41.9533,0.0,403.0,4.0,19.906,48.987,6.0894,42.0447,2.0,462.0,9.5,8.066,27.281,4.1795,17.6732,0.0,166.0,0.0,0.99195,0.86656,0.86306,33.89
3,3,13.965,41.161,5.8153,41.1661,0.0,405.0,3.0,20.105,49.274,6.0255,41.1771,3.0,461.0,9.0,8.254,27.559,4.1248,17.226,0.0,167.0,0.0,0.99171,0.86667,0.86359,34.44
3,4,13.996,41.44,5.8214,41.1789,0.0,408.0,3.0,20.438,49.46,6.0433,41.4091,4.0,464.0,9.0,8.23,27.781,4.1429,17.3702,0.0,171.0,0.0,0.9918,0.8664,0.86245,33.89
3,5,13.906,41.596,5.8348,41.2599,0.0,409.0,3.0,20.297,49.581,6.0445,41.3669,4.0,464.0,9.0,8.277,28.036,4.14,17.3379,0.0,171.0,0.0,0.99206,0.86908,0.8655,33.89
3,6,13.812,42.059,5.7697,40.25,0.0,410.0,3.0,20.164,49.953,6.0079,40.8647,4.0,466.0,9.0,8.344,28.414,4.1316,17.2261,0.0,174.0,0.0,0.99228,0.8748,0.8698,33.89
3,7,13.207,41.971,5.8238,41.0115,0.0,411.0,3.0,19.215,50.056,6.0397,41.1782,3.0,466.0,7.0,8.16,28.173,4.1748,17.6467,0.0,173.0,0.0,0.99191,0.87036,0.86711,33.89
3,8,13.09,42.101,5.8704,41.6229,0.0,414.0,2.0,19.336,50.163,6.0692,41.5594,3.0,469.0,7.0,7.965,28.053,4.1956,17.7243,0.0,171.0,0.0,0.99204,0.8678,0.86495,33.89
3,9,12.395,41.98,5.8077,40.697,0.0,409.0,2.0,18.586,49.989,6.0097,40.8071,3.0,464.0,7.0,7.941,28.005,4.1969,17.7624,0.0,172.0,0.0,0.99245,0.87441,0.87207,33.89
3,10,12.746,41.436,5.8146,40.8725,0.0,405.0,2.0,19.188,49.693,6.0596,41.4606,3.0,464.0,7.0,7.945,27.739,4.1972,17.7943,0.0,170.0,0.0,0.99184,0.87232,0.86786,33.89
3,11,13.188,41.89,5.8402,41.2202,0.0,411.0,2.0,19.57,50.163,6.0533,41.3742,2.0,468.0,8.0,8.043,28.025,4.1756,17.5828,0.0,171.0,0.0,0.99181,0.86907,0.86509,33.89
3,12,13.148,41.768,5.897,41.9918,0.0,412.0,3.0,19.531,49.928,6.0953,41.9463,3.0,469.0,8.0,7.898,27.967,4.2108,17.8702,0.0,171.0,0.0,0.99217,0.86815,0.86478,33.89
3,13,12.812,41.415,5.8735,41.639,0.0,407.0,2.0,19.109,49.592,6.0771,41.6692,3.0,464.0,7.0,7.816,27.598,4.2112,17.8864,0.0,169.0,0.0,0.9921,0.8694,0.86663,33.89
3,14,12.922,41.944,5.8672,41.4526,0.0,411.0,2.0,19.242,50.044,6.0648,41.5194,3.0,468.0,7.0,7.844,27.889,4.2131,17.8959,0.0,171.0,0.0,0.99267,0.87216,0.8692,33.89
3,15,13.176,41.441,5.94,42.5415,0.0,410.0,3.0,19.742,49.569,6.108,42.0177,5.0,465.0,9.0,7.777,27.601,4.234,18.1141,0.0,169.0,0.0,0.99208,0.86464,0.86343,33.89
3,16,13.363,41.171,5.9257,42.3159,0.0,407.0,3.0,19.785,49.488,6.1115,42.0247,4.0,464.0,9.0,7.777,27.519,4.2353,18.1148,0.0,169.0,0.0,0.99188,0.86603,0.86403,33.89
3,17,13.242,41.589,5.8766,41.68,0.0,409.0,3.0,19.539,49.748,6.0747,41.5851,3.0,465.0,8.0,7.945,27.799,4.197,17.8028,0.0,170.0,0.0,0.99171,0.86829,0.86583,33.89
3,18,12.895,41.434,5.8675,41.4186,0.0,406.0,3.0,19.527,49.63,6.0919,41.8093,5.0,465.0,8.0,7.84,27.73,4.2288,18.034,0.0,170.0,0.0,0.99209,0.87228,0.86826,33.89
3,19,13.375,41.466,5.9055,42.0113,0.0,409.0,3.0,19.605,49.603,6.0915,41.7722,5.0,464.0,8.0,7.832,27.744,4.2151,17.9212,0.0,170.0,0.0,0.99206,0.86945,0.8669,34.44
3,20,13.207,41.687,5.8726,41.4884,0.0,409.0,3.0,19.473,49.687,6.0854,41.7133,5.0,465.0,8.0,7.812,27.837,4.2081,17.8025,0.0,170.0,0.0,0.99209,0.87047,0.86636,33.89
3,21,13.172,41.502,5.8514,41.2299,0.0,407.0,3.0,19.609,49.78,6.0844,41.7039,3.0,466.0,8.0,7.82,27.792,4.2291,18.0315,0.0,171.0,0.0,0.99192,0.87201,0.86748,33.89
3,22,13.562,41.456,5.9531,42.6756,0.0,411.0,3.0,20.016,49.687,6.1149,42.083,4.0,466.0,9.0,7.781,27.686,4.2626,18.4033,0.0,172.0,0.0,0.99201,0.86753,0.86671,33.89
3,23,13.543,41.008,5.9235,42.2019,0.0,405.0,3.0,20.102,49.298,6.1257,42.2699,3.0,464.0,9.0,7.793,27.585,4.2469,18.1823,0.0,170.0,0.0,0.99237,0.86957,0.86592,33.89
3,24,13.402,41.428,5.8817,41.6181,0.0,407.0,3.0,19.719,49.551,6.1054,41.9903,4.0,465.0,9.0,7.789,27.68,4.2308,18.0421,0.0,171.0,0.0,0.99214,0.87106,0.86673,33.89
3,25,13.5,41.187,5.9219,42.2701,0.0,407.0,3.0,19.879,49.509,6.1185,42.1568,3.0,465.0,9.0,7.871,27.77,4.2126,17.9016,0.0,170.0,0.0,0.99172,0.86445,0.86147,33.89
3,26,13.406,41.241,5.9223,42.3227,0.0,408.0,3.0,20.039,49.444,6.1253,42.2615,5.0,465.0,9.0,7.828,27.577,4.2143,17.9096,0.0,169.0,0.0,0.99156,0.86647,0.86299,33.89
3,27,13.586,41.107,5.9333,42.4353,0.0,407.0,3.0,20.16,49.344,6.1337,42.3195,5.0,464.0,9.0,7.789,27.552,4.2245,17.9717,0.0,169.0,0.0,0.99155,0.86637,0.86286,34.44
3,28,13.383,41.338,5.9341,42.5884,0.0,410.0,3.0,19.859,49.544,6.0919,41.8008,5.0,464.0,9.0,7.793,27.636,4.2199,17.9745,0.0,170.0,0.0,0.99177,0.86469,0.8646,33.89
3,29,13.355,41.363,5.9205,42.3095,0.0,409.0,3.0,19.949,49.426,6.1187,42.1607,5.0,465.0,9.0,7.875,27.716,4.2313,18.1085,0.0,170.0,0.0,0.99161,0.86727,0.8646,33.89
3,30,13.559,41.514,5.902,41.9652,0.0,409.0,3.0,19.906,49.534,6.0998,41.9253,3.0,465.0,9.0,7.824,27.74,4.2316,18.0685,0.0,171.0,0.0,0.99216,0.8674,0.86479,34.44
3,31,12.961,41.437,5.9645,42.788,0.0,410.0,3.0,19.477,49.646,6.138,42.4092,4.0,467.0,8.0,7.68,27.526,4.2372,18.0919,0.0,169.0,0.0,0.99231,0.86557,0.8636,33.89
3,32,13.273,40.923,5.965,42.9697,0.0,407.0,3.0,19.707,49.154,6.1548,42.6369,3.0,464.0,9.0,7.672,27.289,4.2245,17.9502,0.0,167.0,0.0,0.99114,0.86462,0.86116,33.89
3,33,12.789,40.907,5.9559,42.7124,0.0,405.0,3.0,19.25,49.216,6.1613,42.7148,4.0,464.0,8.0,7.582,27.211,4.2747,18.4204,0.0,167.0,0.0,0.99175,0.86726,0.86383,34.44
3,34,12.918,41.209,5.9551,42.7495,0.0,408.0,3.0,19.301,49.378,6.1275,42.2768,4.0,464.0,8.0,7.656,27.219,4.2205,17.9166,0.0,166.0,0.0,0.99193,0.86531,0.86321,33.89
3,35,12.707,41.083,5.9211,42.1984,0.0,405.0,3.0,19.152,49.42,6.1127,42.1389,3.0,464.0,8.0,7.715,27.535,4.2449,18.1844,0.0,170.0,0.0,0.99235,0.86961,0.86664,34.44
3,36,12.785,41.112,5.9179,42.1601,0.0,405.0,3.0,19.406,49.276,6.1343,42.4121,4.0,464.0,8.0,7.754,27.476,4.2222,17.9579,0.0,168.0,0.0,0.99212,0.86751,0.86278,34.44
3,37,13.258,41.125,5.8968,41.8482,0.0,405.0,3.0,19.688,49.382,6.1122,42.0952,3.0,464.0,9.0,7.746,27.475,4.2626,18.3553,0.0,170.0,0.0,0.992,0.87062,0.86692,33.89
3,38,13.637,41.362,5.9432,42.6249,0.0,410.0,3.0,20.203,49.55,6.0972,41.9059,5.0,465.0,9.0,7.941,27.677,4.2134,17.9718,0.0,171.0,0.0,0.99216,0.86578,0.86511,33.89
3,39,13.695,41.031,5.9525,42.6868,0.0,407.0,3.0,20.277,49.37,6.1487,42.4915,4.0,465.0,9.0,7.805,27.49,4.2583,18.3295,0.0,170.0,0.0,0.99147,0.86586,0.86334,33.89
3,40,13.152,41.082,5.9529,42.8808,0.0,408.0,3.0,19.559,49.375,6.1245,42.2661,3.0,464.0,8.0,7.805,27.258,4.2094,17.8737,0.0,167.0,0.0,0.99136,0.8647,0.86327,33.89
3,41,13.359,40.798,5.9143,42.1836,0.0,403.0,3.0,19.938,49.21,6.1318,42.3694,5.0,464.0,9.0,7.879,27.429,4.2192,17.9962,0.0,170.0,0.0,0.9917,0.86633,0.86207,33.89
3,42,12.695,41.351,5.8972,41.9489,0.0,407.0,2.0,19.141,49.575,6.0979,41.9157,5.0,464.0,7.0,7.82,27.418,4.2044,17.7947,0.0,166.0,0.0,0.99217,0.86925,0.86589,34.44
3,43,13.988,41.14,5.8807,41.9445,0.0,407.0,3.5,20.434,49.372,6.0791,41.7802,5.0,464.0,9.0,8.074,27.503,4.1763,17.6174,0.0,167.0,0.0,0.99177,0.86566,0.86302,33.89
3,44,13.605,41.231,5.8899,41.8447,0.0,406.0,3.0,20.195,49.458,6.0915,41.8461,4.0,464.0,9.0,7.922,27.525,4.1893,17.7234,0.0,167.0,0.0,0.99207,0.86624,0.86319,33.89
3,45,12.781,40.829,5.8652,41.5432,0.0,401.0,2.0,19.324,49.256,6.1089,42.1438,4.0,463.0,7.0,7.84,27.282,4.2052,17.8479,0.0,167.0,0.0,0.99189,0.87054,0.86546,33.89
